SeriesInd,group,Var01,Var02,Var03,Var05,Var07
42057,S05,87.650002,11449100,86.949997,87.519997,87.610001
42058,S05,88.730003,12288900,87.970001,87.980003,88.419998
42059,S05,88.650002,11382000,87.82,88.230003,87.970001
42062,S05,88.459999,9921900,87.610001,87.830002,88.230003
42063,S05,89.029999,10340000,88.440002,88.449997,88.93
42064,S05,89.480003,14305900,88.690002,88.970001,88.809998
42065,S05,90.959999,19185200,89.199997,89.449997,89.620003
42066,S05,90.040001,19023500,88.269997,89.739998,89.82
42069,S05,92.269997,20591600,90,90,92.099998
42070,S05,93.25,21122500,91.239998,91.339996,91.989998
42071,S05,93.279999,13464600,92.120003,92.419998,93.220001
42072,S05,92.980003,16572100,91.760002,92.639999,91.959999
42073,S05,92.82,12330100,91.480003,91.800003,92.730003
42076,S05,93.230003,7924700,92.5,92.849998,92.959999
42077,S05,93.32,10727300,92.5,92.669998,92.669998
42078,S05,92.739998,9280000,92.07,92.220001,92.589996
42079,S05,93.419998,7909200,92.68,92.68,93.220001
42080,S05,95.290001,18374500,94.029999,94.150002,95.269997
42083,S05,96,14243700,95.059998,95.980003,95.449997
42084,S05,95.790001,12697300,95.160004,95.400002,95.419998
42085,S05,95.949997,10455400,94.370003,95.75,94.68
42086,S05,95.389999,9128400,94.629997,94.849998,94.690002
42087,S05,95.07,8534700,94.290001,94.959999,95.010002
42090,S05,95.75,10515100,94.830002,95.209999,95.089996
42091,S05,94.809998,11857900,94.150002,94.75,94.269997
42092,S05,94.419998,8828100,93.480003,94.360001,93.800003
42094,S05,94.220001,6770500,93.300003,93.650002,93.480003
42097,S05,94.040001,9310500,92.919998,93.269997,93.519997
42098,S05,94.480003,12599500,93.230003,93.599998,94.389999
42099,S05,94.900002,13074000,93.919998,94.190002,94.669998
42100,S05,94.650002,10586000,93.919998,94.07,94.129997
42101,S05,95.709999,12063400,94.589996,94.970001,95.650002
42104,S05,96.25,15516700,95.599998,95.949997,95.839996
42105,S05,95.980003,9868100,95.389999,95.900002,95.709999
42106,S05,95.540001,12811800,94.160004,95.379997,94.260002
42107,S05,95.879997,15562600,94.279999,94.5,95.360001
42108,S05,95.919998,10629500,94.660004,95.129997,95.309998
42111,S05,98.879997,23226000,96.129997,96.279999,97.220001
42112,S05,97.129997,14920900,96.029999,97.019997,96.75
42113,S05,99.949997,21331300,97.010002,97.43,99.540001
42114,S05,99.599998,12905900,99,99.5,99.43
42115,S05,99.599998,23331000,98.599998,99.389999,98.68
42118,S05,99.290001,10127600,98.389999,99,98.510002
42119,S05,99.440002,4168300,98.330002,98.330002,99.220001
42121,S05,101.029999,9531200,99.379997,99.419998,100.900002
42122,S05,101.739998,10209000,100.989998,101.239998,101.510002
42125,S05,101.550003,9007900,100.309998,101.529999,100.309998
42126,S05,101.389999,8509600,100.43,100.489998,101.199997
42128,S05,100.760002,11028100,99.389999,100.599998,99.75
42129,S05,100.169998,9295600,99.139999,99.769997,99.510002
42132,S05,100.139999,11848500,98.889999,99.940002,99.660004
42133,S05,101.220001,11187000,99.419998,99.610001,101.07
42134,S05,101.190002,11180400,100.150002,101.190002,100.739998
42135,S05,100.389999,11674300,99.029999,100.199997,99.760002
42136,S05,100.629997,10535400,99.120003,99.989998,100.519997
42139,S05,100.099998,12110900,98.269997,99.910004,98.550003
42140,S05,99.269997,9265000,98.650002,98.800003,99.120003
42141,S05,99.349998,9425500,98.629997,99.160004,98.779999
42142,S05,99.040001,9421700,98.25,98.790001,98.940002
42143,S05,100.339996,15998000,98.669998,99.18,99.160004
42147,S05,98.889999,13847300,98.040001,98.57,98.5
42148,S05,98.949997,11642800,97.839996,98.879997,97.879997
42149,S05,97.389999,15393200,96.010002,97.25,96.970001
42150,S05,96.25,14584300,94.82,96.18,94.849998
42153,S05,95.580002,12474600,94.75,95.080002,94.919998
42154,S05,95.919998,10773600,94.769997,95.349998,95.650002
42155,S05,96.199997,13191500,94.650002,94.93,95.110001
42156,S05,94.949997,14628400,93.059998,94,93.989998
42157,S05,93.279999,17361400,91.699997,92.849998,92.160004
42160,S05,92.309998,20377900,89.639999,91.919998,90.050003
42161,S05,90.639999,17414400,89.389999,90.370003,90.019997
42162,S05,90.610001,16393600,89.379997,90.309998,89.580002
42163,S05,90.18,13646100,89.25,89.510002,89.800003
42164,S05,90.629997,12573800,89.75,90.120003,90.580002
42167,S05,90.529999,12237700,89.360001,90.449997,89.519997
42168,S05,91,13422800,89.400002,89.559998,90.839996
42169,S05,91.860001,10752400,90.639999,91.010002,91.080002
42170,S05,91.650002,9775300,90.400002,90.589996,91.43
42171,S05,94.43,18260400,91.599998,91.809998,94.110001
42175,S05,94.720001,12979300,93.360001,94.07,94.07
42176,S05,95.290001,12227800,93.800003,93.800003,93.949997
42177,S05,95.769997,14424300,93.75,93.849998,95.370003
42178,S05,95.580002,11282200,94.940002,95.480003,95.029999
42181,S05,97.25,16012500,95.410004,95.610001,96.440002
42182,S05,96.970001,10663000,95.959999,96.540001,96.309998
42183,S05,96.860001,9087600,95.529999,96.559998,95.790001
42184,S05,96.050003,9101200,95.160004,95.580002,95.839996
42185,S05,96.830002,12651400,95.779999,95.959999,96.269997
42188,S05,96.540001,11896700,94.830002,95.760002,95.5
42189,S05,96.860001,12566100,95.870003,96.589996,96.519997
42190,S05,95.290001,19829600,93.400002,95.199997,93.800003
42191,S05,93.940002,12610400,93.269997,93.669998,93.760002
42192,S05,95.059998,12659100,93.989998,94.370003,94.989998
42195,S05,95.550003,9964500,94.660004,95.150002,95.5
42196,S05,95.589996,12143600,93.519997,95.360001,94.010002
42197,S05,94.470001,9705400,93.550003,93.639999,94.209999
42198,S05,94.57,9872500,93.330002,94.440002,93.639999
42199,S05,94.220001,11723300,93.290001,93.580002,93.470001
42202,S05,94.529999,8676100,93.75,93.949997,94.32
42203,S05,95.25,8757300,94.07,94.410004,94.709999
42204,S05,95.300003,9914700,93.129997,94.650002,93.730003
42205,S05,94.739998,10405000,93.010002,93.440002,94.580002
42206,S05,95.989998,24479800,94.309998,95.099998,94.309998
42209,S05,95.099998,9539800,94.480003,94.760002,94.639999
42210,S05,95.82,9796600,94.800003,95.099998,94.910004
42211,S05,95.580002,11033300,94.410004,95.559998,94.699997
42212,S05,96.5,15427500,94.059998,94.610001,96.239998
42213,S05,97.970001,12321800,96.470001,96.470001,97.699997
42216,S05,98.849998,12375200,97.32,98.489998,97.68
42217,S05,97.93,9475300,97.279999,97.650002,97.730003
42218,S05,98.059998,9551000,97.18,97.529999,97.949997
42219,S05,98.540001,10113000,97.559998,97.830002,97.93
42220,S05,98.709999,12496100,97.279999,98.300003,97.360001
42223,S05,97.529999,10120700,96.75,97.25,96.779999
42224,S05,97.879997,10243000,96.75,97.010002,97.449997
42225,S05,97.790001,10463900,96.629997,97.75,97.330002
42226,S05,97.779999,13443400,96.239998,96.980003,96.779999
42227,S05,97.440002,13352500,96.279999,96.510002,96.720001
42230,S05,98.059998,9610200,96.739998,97.489998,97.860001
42231,S05,98.699997,12961600,97.07,97.580002,98.68
42232,S05,100.099998,12508100,98.970001,99.050003,99.940002
42233,S05,100.970001,15435700,99.690002,99.690002,100.419998
42237,S05,100.93,8002100,99.889999,100.029999,100.93
42238,S05,100.860001,8212100,100.220001,100.529999,100.370003
42239,S05,100.949997,8686000,100.330002,100.589996,100.5
42240,S05,100.599998,9057800,99.860001,100.480003,100.010002
42241,S05,100.57,10391500,99.93,99.989998,100.410004
42244,S05,101.459999,12710800,100.309998,100.720001,101.169998
42245,S05,102.57,10094600,101.230003,101.57,101.449997
42246,S05,102.410004,13966700,100.709999,101.129997,102.410004
42247,S05,102.389999,11161700,101.199997,101.959999,101.410004
42248,S05,102.910004,11168100,100.980003,101.279999,102.010002
42251,S05,103.129997,7614200,101.580002,101.690002,102.910004
42252,S05,103.300003,9669800,102.410004,102.599998,102.669998
42253,S05,103.449997,11007400,102.790001,103.120003,103.110001
42254,S05,103.290001,8922500,102.169998,103.089996,102.32
42255,S05,102.18,8948800,101.260002,101.709999,101.949997
42258,S05,102.349998,8830500,101.529999,102.330002,102.230003
42259,S05,102.709999,7528800,101.940002,102.18,102.360001
42260,S05,102.68,6999200,102.110001,102.360001,102.290001
42261,S05,102.419998,13658700,100.330002,102,100.779999
42262,S05,101,10369200,100.32,100.589996,100.739998
42265,S05,101.110001,5851400,100.419998,100.419998,100.870003
42266,S05,101.080002,6134100,100.449997,100.690002,100.669998
42267,S05,102.220001,7747900,100.720001,100.849998,102.029999
42268,S05,101.970001,5304300,101.470001,101.809998,101.5
42269,S05,101.93,5410900,101.269997,101.550003,101.32
42273,S05,101.900002,8359700,100.93,101.610001,101.360001
42274,S05,102.07,7586700,101.050003,101.230003,101.059998
42275,S05,101.650002,6113700,101.019997,101.540001,101.269997
42276,S05,101.150002,11499000,100.370003,100.800003,100.529999
42279,S05,100.879997,7761300,99.669998,100.529999,99.940002
42280,S05,100.690002,9384200,99.589996,99.589996,100.389999
42281,S05,100.459999,7148800,99.959999,100.209999,100.040001
42282,S05,100.830002,12296100,99.959999,100.099998,100.550003
42283,S05,101.629997,9340900,100.599998,100.610001,101.599998
42286,S05,101.959999,6404800,101.190002,101.449997,101.519997
42287,S05,101.730003,7917500,101,101.480003,101.459999
42288,S05,102.330002,10270300,101,101.190002,101.949997
42289,S05,102.949997,11421000,101.57,102.459999,101.660004
42290,S05,102.660004,8240300,101.629997,101.93,102.650002
42293,S05,103.25,8977600,102.169998,102.57,102.919998
42294,S05,102.589996,9355400,101.449997,102.580002,102.419998
42295,S05,102.949997,9575100,102.059998,102.57,102.730003
42296,S05,102.839996,11105600,101.68,102.610001,102.629997
42297,S05,104.059998,17674400,102.940002,103.279999,103.830002
42300,S05,104.610001,8553700,103.879997,104.110001,104.379997
42301,S05,104.470001,9708400,102.470001,104.18,102.730003
42302,S05,102.620003,10714800,101.529999,102.339996,102.139999
42303,S05,102.379997,8424200,100.849998,101.940002,102.029999
42304,S05,101.790001,15147400,100.660004,101.669998,101.209999
42307,S05,101.269997,9454800,100.519997,101.209999,100.68
42308,S05,101.589996,8399600,100.790001,101.150002,101.360001
42309,S05,101.639999,6954400,101.040001,101.150002,101.57
42310,S05,103.269997,6922600,101.68,101.949997,102.589996
42314,S05,102.650002,7979600,102.019997,102.330002,102.650002
42315,S05,103.230003,9613600,102.169998,102.330002,102.830002
42316,S05,103.690002,7655300,102.809998,102.959999,103.550003
42317,S05,103.07,8533700,102.040001,102.879997,102.57
42318,S05,102.5,7680800,101.32,102.400002,101.739998
42321,S05,103.080002,8253100,102.160004,102.169998,102.68
42322,S05,102.599998,8755800,101.739998,102.529999,102.389999
42323,S05,103.790001,8870200,102.540001,102.559998,103.769997
42324,S05,103.889999,8145700,102.290001,103.379997,102.309998
42325,S05,102.959999,8208300,101.860001,102.690002,102.730003
42328,S05,103.190002,6632400,102.059998,102.360001,103.080002
42329,S05,104.190002,7426300,103.5,103.639999,103.540001
42330,S05,104.449997,7007200,103.529999,103.639999,104.25
42331,S05,104.720001,7943000,103.949997,104.419998,104.279999
42332,S05,103.989998,7775500,102.959999,103.93,103.18
42335,S05,104.519997,9197800,102.830002,103.290001,104.370003
42336,S05,104.760002,8055400,103.519997,104.209999,103.550003
42337,S05,104.150002,11072100,102.57,103.730003,103.25
42338,S05,101.980003,18291800,98.93,101.980003,98.940002
42339,S05,99.550003,14915000,98.18,98.620003,98.800003
42342,S05,100.43,12148200,98.309998,98.739998,100.129997
42343,S05,99.540001,13069400,97.779999,99.480003,98.199997
42344,S05,99.650002,9911300,98.199997,98.199997,98.980003
42345,S05,99.839996,10017100,97.629997,99.769997,98.269997
42346,S05,99.790001,11199300,98.32,98.809998,99.739998
42349,S05,99.419998,8589600,98.540001,99.279999,98.730003
42350,S05,98.690002,9583700,97.82,98.209999,98.489998
42351,S05,99.309998,7645800,98.480003,98.82,99.089996
42352,S05,99.279999,6547300,98.599998,99.099998,99.089996
42353,S05,99.43,9226900,98.139999,99.239998,99.029999
42356,S05,99.529999,7135400,99.099998,99.279999,99.519997
42357,S05,99.949997,8888100,99.43,99.5,99.489998
42358,S05,99.900002,6751800,99.040001,99.550003,99.699997
42359,S05,100.07,6826200,99.260002,99.800003,99.279999
42360,S05,98.980003,8095000,98.080002,98.889999,98.5
42363,S05,98.900002,7569800,98.5,98.809998,98.75
42364,S05,100.309998,8536500,99.019997,99.120003,99.639999
42365,S05,99.959999,5848700,99.089996,99.779999,99.529999
42366,S05,99.739998,6072700,99.010002,99.040001,99.57
42367,S05,99.669998,8873700,98.720001,99.379997,99.459999
42371,S05,99.589996,8957100,97.809998,99.43,98.489998
42372,S05,99.589996,8475100,98.860001,98.860001,99.110001
42373,S05,99.449997,9662900,97.970001,99,98.360001
42374,S05,99.300003,9476900,98.110001,98.739998,99.260002
42377,S05,98.919998,10080100,97.449997,98.919998,97.769997
42378,S05,98.029999,9756400,96.959999,97.690002,97.389999
42379,S05,97.529999,12113700,95.830002,97.360001,96.809998
42380,S05,97.120003,10181100,95.82,96.32,97.029999
42381,S05,96.589996,10257500,95.629997,96.529999,95.779999
42384,S05,96.400002,10689400,95.400002,95.730003,96.290001
42385,S05,98.050003,11574100,96.019997,96.230003,97.43
42386,S05,97.93,8774200,96.800003,97.910004,97.080002
42387,S05,97.32,8636600,96.480003,97.150002,96.610001
42388,S05,97.559998,18178100,96.870003,97.080002,97.120003
42391,S05,97,8816900,96.269997,96.900002,96.540001
42392,S05,97.160004,10300700,96.029999,96.279999,96.029999
42393,S05,96.25,12200000,94.839996,95.870003,95.82
42394,S05,95.889999,12854200,94.199997,95.660004,94.25
42395,S05,95.760002,11256800,93.800003,94.330002,95.43
42398,S05,94.779999,14015000,93.800003,94.709999,94.43
42399,S05,94.809998,15576500,93.620003,94.110001,94.050003
42400,S05,94.540001,14028600,92.720001,94.110001,92.860001
42401,S05,93.900002,13756500,92.059998,92.389999,93.300003
42402,S05,94.110001,11563000,92.580002,93.599998,93.919998
42405,S05,95.330002,10595400,93.910004,94.010002,94.519997
42406,S05,95.190002,10787900,93.330002,94.269997,93.370003
42407,S05,94.830002,15583700,92.419998,93.419998,94.610001
42408,S05,94.489998,17915600,91.629997,94.050003,91.82
42409,S05,93.269997,18173100,90.900002,92.440002,91.599998
42412,S05,92.529999,14451100,90.760002,91.32,90.839996
42413,S05,92.230003,23120500,90.059998,91.489998,90.550003
42414,S05,90.610001,24703500,86.910004,89,90.220001
42415,S05,91.269997,25212600,88.18,88.580002,90.599998
42416,S05,92.25,18189200,90.5,91.129997,91.209999
42419,S05,91.889999,10821700,90.629997,90.629997,91.769997
42420,S05,94.029999,15757000,92.360001,92.860001,93.650002
42421,S05,94.589996,12733600,92.980003,93.959999,93.129997
42422,S05,94.980003,11345100,93.870003,94.309998,94.110001
42423,S05,94.529999,9734100,93.220001,94.190002,94.489998
42426,S05,93.849998,11387700,92.769997,93.849998,93.709999
42427,S05,95.199997,12564100,93.93,94.440002,95.099998
42428,S05,95.980003,12409100,93.620003,95.419998,94.589996
42429,S05,94.669998,9767900,93.220001,93.870003,94.449997
42430,S05,96.889999,17493700,94.309998,94.989998,96.709999
42433,S05,97.099998,13410000,94.800003,96.559998,95.260002
42434,S05,94.889999,13498500,93.889999,94.5,94.519997
42435,S05,95.769997,12480000,94.650002,95.360001,95.07
42436,S05,96.419998,14731400,94.279999,95.18,96.260002
42437,S05,97.160004,13233500,95.720001,95.800003,96.589996
42440,S05,97.099998,9087600,96.07,96.870003,96.279999
42441,S05,96.510002,7990000,95.610001,95.779999,96.410004
42442,S05,96.400002,11592800,95.110001,95.900002,95.379997
42443,S05,95.209999,12355400,93.830002,94.959999,94.660004
42444,S05,95.110001,9352500,94.650002,94.870003,95.089996
42447,S05,95.139999,8704400,94.190002,94.849998,95.110001
42448,S05,95.75,9263200,94.529999,95.080002,94.870003
42449,S05,95.739998,8333200,94.129997,95.080002,95.610001
42450,S05,95.900002,8422400,95.260002,95.370003,95.82
42451,S05,97.199997,12374900,96.099998,97.199997,96.809998
42454,S05,96.800003,10172400,95.25,96.339996,95.720001
42455,S05,96.029999,13747400,94.370003,96.010002,94.779999
42456,S05,95.129997,9822100,94.360001,94.639999,94.480003
42458,S05,91.849998,19556700,90.110001,91.5,90.540001
42461,S05,92.870003,27584200,90.279999,90.360001,92.349998
42462,S05,94.669998,20885300,92.010002,92.32,94.190002
42463,S05,95.330002,16220400,94,94.669998,94.949997
42464,S05,94.610001,12868600,93.07,94.129997,94.370003
42465,S05,94.589996,11831900,93.349998,93.949997,93.82
42468,S05,93.129997,15735900,91.370003,92.900002,91.699997
42469,S05,92.059998,15883800,90.760002,91.230003,91.379997
42470,S05,90.730003,22279400,88.199997,90.720001,88.669998
42471,S05,91.540001,21522200,88.849998,88.860001,89.199997
42472,S05,89,24568300,86.599998,88.709999,86.599998
42475,S05,88.599998,21373600,86.5,87.529999,86.900002
42476,S05,89.199997,26372400,86.190002,86.379997,86.410004
42477,S05,89.900002,23323000,87.150002,87.239998,89.019997
42478,S05,91.160004,22882700,88.400002,90.370003,91.160004
42479,S05,93.639999,38469000,89.610001,90.209999,93.639999
42482,S05,93.669998,17871800,92.449997,92.959999,93.330002
42483,S05,95.18,13706500,93.050003,93.519997,94.589996
42484,S05,94.25,6875700,92.980003,94.220001,93.779999
42486,S05,94.43,10585000,92.620003,93.989998,93.209999
42489,S05,93.860001,9892100,92.889999,93.330002,93.07
42490,S05,93.389999,8743400,92.510002,92.769997,93.019997
42491,S05,93.129997,11337200,92.059998,92.419998,92.449997
42493,S05,93.050003,10220400,91.809998,92.25,92.830002
42496,S05,92.400002,18502400,89.5,92.099998,90.290001
42497,S05,91.410004,16670700,89.019997,90.239998,89.809998
42498,S05,91.480003,13590700,90,90.650002,90.720001
42499,S05,92.269997,15487500,91,91.25,92.230003
42500,S05,92.779999,14488400,91.370003,92.300003,92.099998
42503,S05,91.339996,15176300,89.82,91.239998,90.330002
42504,S05,91.43,17469000,89.110001,90.879997,90
42505,S05,89.889999,23176600,87.260002,88.949997,89.739998
42506,S05,90.660004,18759600,88.510002,90.43,88.959999
42507,S05,91.190002,17713100,88.980003,88.980003,91.120003
42511,S05,91.779999,16761000,90.379997,91.139999,91.089996
42512,S05,91.989998,14276400,91.010002,91.739998,91.870003
42513,S05,92.970001,13559000,91.32,92.309998,92.870003
42514,S05,92.480003,14706300,90.790001,92.279999,90.889999
42517,S05,91.940002,10672500,90.470001,90.610001,91.760002
42518,S05,91.599998,12301500,90.599998,91.239998,90.949997
42519,S05,90.93,17829700,87.82,90.879997,87.949997
42520,S05,88.260002,22683000,86.029999,88.220001,87.580002
42521,S05,88.419998,22679900,86.25,87.160004,87.419998
42524,S05,89.589996,20306300,87.5,87.849998,89.580002
42525,S05,92.330002,21900900,90.809998,90.900002,92.25
42526,S05,92.269997,19632200,90.510002,91.639999,91.459999
42527,S05,92.540001,12809000,91.699997,92.389999,92.360001
42528,S05,92.279999,12331200,90.959999,92.099998,91.5
42531,S05,92.290001,11360700,91.239998,91.400002,91.559998
42532,S05,91.739998,12952900,90.300003,91.739998,91.010002
42533,S05,90.830002,12240600,89.790001,90.019997,90.599998
42534,S05,92.660004,14843000,91.019997,91.459999,92.370003
42535,S05,93.449997,12061000,92.279999,92.699997,93.370003
42539,S05,93.07,11758700,92.290001,92.75,93.050003
42540,S05,91.989998,19177900,90.389999,91.989998,91.010002
42541,S05,90.419998,19350600,88.580002,89.639999,89.440002
42542,S05,89.940002,15959900,88.849998,89.400002,89.919998
42545,S05,89.550003,12771800,88.739998,89.260002,89.010002
42546,S05,89.779999,9990700,89.129997,89.330002,89.419998
42547,S05,89.699997,9925700,89.080002,89.57,89.599998
42548,S05,89.18,13984000,88.080002,89.129997,88.650002
42549,S05,89.279999,13090600,88.339996,88.889999,88.540001
42552,S05,88.519997,13793700,87.349998,88.339996,88.040001
42553,S05,88.019997,13493800,87.129997,87.93,87.620003
42554,S05,87.959999,13467600,86.93,87.959999,87.18
42555,S05,87.190002,12527600,86.519997,87.07,86.739998
42556,S05,86.599998,16070500,85.32,86.410004,85.629997
42559,S05,86.379997,14503800,85.120003,86.120003,85.160004
42560,S05,85.529999,17195500,84.239998,84.82,84.260002
42561,S05,84.93,13004700,84,84.93,84.019997
42562,S05,84.720001,10792900,84.059998,84.43,84.220001
42563,S05,84.18,16799900,82.68,83.900002,83.870003
42566,S05,84.860001,13516200,83.269997,83.709999,84.760002
42567,S05,84.849998,12979700,84.019997,84.540001,84.080002
42568,S05,86.370003,18745700,83.43,83.540001,86.07
42569,S05,85.5,12738500,84.330002,85.190002,84.410004
42570,S05,85.400002,36083500,84.389999,84.669998,84.540001
42573,S05,85.779999,17450700,85.010002,85.019997,85.43
42574,S05,85.779999,10174300,84.5,85.300003,84.519997
42575,S05,85.57,11934700,84.769997,85.050003,84.860001
42576,S05,85.57,14400700,84.089996,85.300003,84.32
42577,S05,84.050003,11579300,83.330002,84.040001,83.580002
42580,S05,85.82,15653200,84.25,84.269997,85.629997
42581,S05,85.339996,13354000,84.459999,84.849998,85
42582,S05,86,14522300,84.260002,85.699997,84.459999
42583,S05,84.940002,11297400,83.849998,84.089996,84.300003
42587,S05,85.639999,10916400,84.199997,85.150002,85.129997
42588,S05,86.169998,11836100,84.760002,85.010002,85.75
42589,S05,85.900002,16257100,84.019997,85.800003,84.059998
42590,S05,84.730003,13281800,83.809998,84,84.650002
42591,S05,86.040001,13372400,84.769997,85.370003,85.559998
42594,S05,86.25,9880500,85.239998,85.919998,85.339996
42595,S05,87.480003,15693800,85.529999,85.599998,86.629997
42596,S05,88.529999,15332800,87.139999,87.139999,88.080002
42597,S05,88.160004,9570800,87.110001,87.879997,87.730003
42598,S05,87.360001,14430100,86.160004,87.139999,86.93
42601,S05,88.099998,11593600,87.080002,87.129997,87.239998
42602,S05,87.620003,10100500,86.690002,87.379997,86.879997
42603,S05,87.800003,8663600,86.339996,87.040001,87.459999
42604,S05,88.379997,9866100,87.309998,87.360001,87.540001
42605,S05,87.360001,8405700,86.660004,87.190002,86.970001
42608,S05,87.599998,10534600,86.760002,87.410004,87.010002
42609,S05,87.860001,9633800,87.040001,87.220001,87.800003
42610,S05,88.07,12534100,86.959999,87.5,87.870003
42611,S05,88.669998,13947700,87.220001,88.669998,87.370003
42612,S05,88.949997,12257100,87.699997,87.849998,88.849998
42615,S05,89.879997,10343700,88.949997,89.419998,89.110001
42616,S05,90.089996,11895000,88.519997,89.970001,88.610001
42617,S05,89.959999,11273500,87.790001,89.650002,88.190002
42618,S05,88.099998,9992500,86.919998,88,87.599998
42619,S05,89.07,11390300,87.82,88.470001,88.989998
42622,S05,88.57,11997800,86.650002,88.529999,86.779999
42623,S05,87.459999,9788900,86.419998,86.889999,87.019997
42624,S05,87.730003,8629400,86.400002,87.279999,86.559998
42625,S05,87.339996,8791300,86.75,86.93,86.970001
42626,S05,87.620003,8422200,86.599998,86.800003,87.349998
42629,S05,87.459999,6395400,86.779999,87.309998,86.849998
42630,S05,87.209999,9777100,86.209999,86.470001,86.989998
42631,S05,87.400002,7276600,86.910004,87.389999,87.129997
42632,S05,87.440002,8357400,86.959999,87.279999,87.209999
42633,S05,87.099998,7598400,86.5,86.989998,86.519997
42637,S05,86.370003,11289000,85.029999,86.040001,85.349998
42638,S05,85.889999,10778300,84.769997,85.300003,85.110001
42639,S05,85.57,8038900,84.82,85.110001,85.110001
42640,S05,85.580002,14631300,84.879997,85.099998,85.199997
42643,S05,85.470001,9077500,84.800003,85.25,85.129997
42644,S05,85.589996,9328300,84.910004,85.120003,85.139999
42645,S05,85.839996,8170100,84.860001,85.230003,84.949997
42646,S05,84.889999,12607300,83.779999,84.699997,84.220001
42647,S05,85,11388500,83.980003,84.129997,84.279999
42650,S05,85.209999,12244700,83.93,84.18,84.849998
42651,S05,85.43,8105500,84.489998,85.290001,84.580002
42652,S05,85.970001,10147000,85,85.839996,85.209999
42653,S05,85.699997,7759300,84.889999,85.300003,85.089996
42654,S05,84.68,8347300,83.860001,84.580002,84.019997
42657,S05,83.980003,9563900,83.190002,83.529999,83.720001
42658,S05,84.75,9100100,83.400002,83.809998,84.68
42659,S05,85.129997,9090200,84.410004,85.029999,84.730003
42660,S05,85.959999,10247800,84.720001,84.800003,85.480003
42661,S05,85.480003,16129600,84.919998,84.919998,85.209999
42664,S05,85.599998,9465100,84.970001,85.389999,85.169998
42665,S05,85.279999,10223900,84.589996,85.220001,85.07
42666,S05,85.339996,11800100,84.660004,84.889999,84.68
42667,S05,84.849998,10259400,83.93,84.849998,83.93
42668,S05,84.099998,19023300,83.489998,83.830002,83.860001
42671,S05,83.449997,11739200,82.800003,83.050003,82.82
42672,S05,84.900002,14981100,82.800003,83.739998,83.199997
42673,S05,83.529999,13529100,82.110001,83.279999,82.370003
42674,S05,83.279999,9188000,82.550003,82.790001,83.139999
42678,S05,83.059998,11694400,82.120003,82.419998,82.529999
42679,S05,83.230003,15641500,81.489998,82.190002,82.870003
42680,S05,82.980003,10057000,81.910004,82.25,81.970001
42681,S05,83.150002,11485600,81.580002,82.870003,81.599998
42682,S05,82.489998,8628700,81.720001,82.089996,82.220001
42685,S05,82.610001,8026700,82.07,82.110001,82.419998
42686,S05,83.32,9310200,82.260002,82.379997,83.110001
42687,S05,83.419998,9289200,82.400002,82.610001,82.760002
42688,S05,83.480003,8267600,82.800003,83.18,82.910004
42689,S05,82.839996,12156000,81.790001,82.510002,82.610001
42692,S05,82.410004,12957100,81.599998,82.150002,81.760002
42693,S05,82.43,8677100,81.43,81.93,81.660004
42694,S05,82.470001,13181500,81.580002,82.349998,81.790001
42695,S05,81.970001,10496100,80.970001,81.730003,81.139999
42696,S05,81.160004,14888500,79.720001,81.160004,79.940002
42699,S05,80.129997,14996100,78.970001,79.230003,79.260002
42700,S05,82.669998,19777300,79.57,79.699997,82.480003
42701,S05,83.199997,13913800,81.910004,82.18,83.139999
42702,S05,83.32,11139900,82.419998,83.18,83.010002
42703,S05,81.669998,26232700,78.93,81.669998,79.209999
42706,S05,78.93,15767700,77.629997,78.699997,78.059998
42707,S05,78.610001,18874400,76.93,77.879997,77.169998
42708,S05,78.230003,16544400,76.900002,77.870003,77.169998
42709,S05,78.260002,13005200,76.910004,76.940002,78.089996
42710,S05,77.970001,12187600,76.620003,77.550003,76.830002
42713,S05,78.75,14876000,77.089996,77.089996,78.75
42714,S05,78.07,14486400,76.330002,77.010002,77.489998
42715,S05,78.870003,16492400,76.959999,77.440002,78.790001
42716,S05,79.290001,13154100,78.269997,78.32,78.650002
42717,S05,79.279999,9129300,78.25,78.639999,78.360001
42720,S05,79.18,9365400,77.449997,77.93,78.769997
42721,S05,78.669998,9815300,77.580002,78.529999,77.900002
42722,S05,77.580002,16843100,75.93,77.510002,76.230003
42723,S05,76.18,17811200,74.57,76,74.57
42724,S05,74.889999,25488800,72.07,74.099998,72.129997
42727,S05,71.379997,35531200,66.550003,67.989998,68.720001
42728,S05,71.440002,30409700,68.199997,71.309998,68.709999
42729,S05,72.75,34436000,69.150002,70.629997,72.5
42730,S05,74.889999,24571000,73.010002,73.800003,74.849998
42731,S05,75.980003,18997300,74.410004,74.709999,75.07
42734,S05,75.550003,19570100,73.300003,74.279999,75.239998
42735,S05,73.349998,24092900,71.510002,73.300003,72.080002
42736,S05,73.239998,16936900,72,73.059998,73.230003
42737,S05,74.910004,13451900,73.339996,73.639999,73.790001
42738,S05,73.139999,14902500,72.25,72.93,72.459999
42742,S05,73.720001,13626900,72.970001,73.720001,73.5
42743,S05,74.68,17246200,71.849998,74.370003,72
42744,S05,72.980003,12353900,71.800003,72.809998,72.519997
42745,S05,72.720001,12172300,72.010002,72.400002,72.690002
42748,S05,72.580002,10738500,71.760002,72.309998,72.489998
